amount,bin,status,fraud,BankFrequency,AmountCategory,AmountMark
amount below 500,431479,paid,0,8,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2000,493160,charged_back,1,5,4.0,1750.0
amount below 1000,405930,paid,0,51,2.0,750.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 500,547380,paid,0,34,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,549138,antifraud_declined,1,399,2.0,750.0
amount below 1000,417968,paid,0,4,2.0,750.0
amount below 1500,491283,paid,0,183,3.0,1250.0
amount below 1000,402766,paid,0,41,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,421316,paid,0,212,3.0,1250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,517712,paid,0,99,2.0,750.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,410180,paid,0,26,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 2000,456794,paid,0,1,4.0,1750.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,549631,paid,0,10,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 4500,544548,charged_back,1,31,9.0,4250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,455513,paid,0,63,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 2000,463186,paid,0,30,4.0,1750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,421364,paid,0,46,2.0,750.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 1000,448790,paid,0,4,2.0,750.0
amount below 1000,492181,paid,0,1,2.0,750.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 1000,477210,charged_back,1,29,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,477210,charged_back,1,29,2.0,750.0
amount below 2500,416916,paid,0,73,5.0,2250.0
amount below 500,522174,paid,0,31,1.0,250.0
amount below 500,477210,charged_back,1,29,1.0,250.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 500,376718,paid,0,5,1.0,250.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,455514,charged_back,1,34,1.0,250.0
amount below 3000,491089,paid,0,197,6.0,2750.0
amount below 1500,512795,charged_back,1,14,3.0,1250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,421316,paid,0,212,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,520416,refunded,1,461,2.0,750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,376689,paid,0,93,2.0,750.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 1000,417849,paid,0,41,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,529091,paid,0,63,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 2000,493158,paid,0,54,4.0,1750.0
amount below 1000,491283,charged_back,1,183,2.0,750.0
amount below 500,518004,paid,0,22,1.0,250.0
amount below 1500,473701,paid,0,68,3.0,1250.0
amount below 1000,491871,paid,0,12,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,473701,paid,0,68,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2000,491280,paid,0,16,4.0,1750.0
amount below 1000,415231,refunded,1,1060,2.0,750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,415231,refunded,1,1060,2.0,750.0
amount below 2000,530056,paid,0,99,4.0,1750.0
amount below 1000,415231,refunded,1,1060,2.0,750.0
amount below 1000,415231,refunded,1,1060,2.0,750.0
amount below 1000,544204,paid,0,63,2.0,750.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 1000,528804,paid,0,5,2.0,750.0
amount below 1000,544548,paid,0,31,2.0,750.0
amount below 500,370780,paid,0,7,1.0,250.0
amount below 500,377235,paid,0,1,1.0,250.0
amount below 1000,491283,charged_back,1,183,2.0,750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 1000,537830,charged_back,1,27,2.0,750.0
amount below 1500,416916,paid,0,73,3.0,1250.0
amount below 2000,530056,paid,0,99,4.0,1750.0
amount below 2000,530056,refunded,1,99,4.0,1750.0
amount below 2000,530056,refunded,1,99,4.0,1750.0
amount below 2000,530056,refunded,1,99,4.0,1750.0
amount below 2000,530056,refunded,1,99,4.0,1750.0
amount below 1000,477214,paid,0,196,2.0,750.0
amount below 1000,491283,paid,0,183,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,426807,paid,0,86,2.0,750.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 3500,549138,refunded,1,399,7.0,3250.0
amount below 2000,454057,paid,0,54,4.0,1750.0
amount below 3000,455255,antifraud_declined,1,194,6.0,2750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,473701,paid,0,68,2.0,750.0
amount below 1000,465828,paid,0,62,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 2000,491375,paid,0,42,4.0,1750.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 500,477210,charged_back,1,29,1.0,250.0
amount below 1000,477210,charged_back,1,29,2.0,750.0
amount below 1000,477210,charged_back,1,29,2.0,750.0
amount below 1000,520021,charged_back,1,38,2.0,750.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,547736,paid,0,5,1.0,250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1000,420713,paid,0,5,2.0,750.0
amount below 2000,455500,paid,0,33,4.0,1750.0
amount below 1000,481515,paid,0,8,2.0,750.0
amount below 500,404360,paid,0,51,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,554629,paid,0,76,1.0,250.0
amount below 500,554629,paid,0,76,1.0,250.0
amount below 5500,557907,paid,0,269,11.0,5250.0
amount below 500,493172,antifraud_declined,1,135,1.0,250.0
amount below 2000,498003,paid,0,1,4.0,1750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 2000,463186,paid,0,30,4.0,1750.0
amount below 1000,405306,paid,0,57,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 500,491284,paid,0,156,1.0,250.0
amount below 1000,525424,paid,0,14,2.0,750.0
amount below 1000,455255,charged_back,1,194,2.0,750.0
amount below 1500,405930,paid,0,51,3.0,1250.0
amount below 1000,493172,paid,0,135,2.0,750.0
amount below 2000,541290,paid,0,12,4.0,1750.0
amount below 1000,370784,paid,0,21,2.0,750.0
amount below 2000,491283,paid,0,183,4.0,1750.0
amount below 1500,477213,paid,0,370,3.0,1250.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 2500,557910,paid,0,418,5.0,2250.0
amount below 2500,557910,refunded,1,418,5.0,2250.0
amount below 500,493173,antifraud_declined,1,163,1.0,250.0
amount below 2500,557910,refunded,1,418,5.0,2250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,529091,paid,0,63,3.0,1250.0
amount below 500,416502,paid,0,28,1.0,250.0
amount below 500,548234,paid,0,227,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 500,491283,paid,0,183,1.0,250.0
amount below 500,491782,paid,0,1,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 2000,491284,charged_back,1,156,4.0,1750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1000,455511,paid,0,64,2.0,750.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,402766,paid,0,41,1.0,250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 1500,405930,paid,0,51,3.0,1250.0
amount below 500,493158,paid,0,54,1.0,250.0
amount below 500,493173,paid,0,163,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,410181,charged_back,1,72,3.0,1250.0
amount below 1500,530056,paid,0,99,3.0,1250.0
amount below 500,528843,paid,0,282,1.0,250.0
amount below 1000,520416,charged_back,1,461,2.0,750.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 1500,498001,paid,0,1,3.0,1250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,554390,paid,0,1,2.0,750.0
amount below 1000,544549,paid,0,20,2.0,750.0
amount below 1000,441028,paid,0,2,2.0,750.0
amount below 1500,441028,paid,0,2,3.0,1250.0
amount below 500,525678,paid,0,496,1.0,250.0
amount below 500,531444,charged_back,1,48,1.0,250.0
amount below 3500,531444,paid,0,48,7.0,3250.0
amount below 2000,528851,paid,0,92,4.0,1750.0
amount below 1000,558967,paid,0,2,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,493173,paid,0,163,2.0,750.0
amount below 500,370787,paid,0,29,1.0,250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 500,370787,paid,0,29,1.0,250.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,549138,paid,0,399,2.0,750.0
amount below 1000,477213,charged_back,1,370,2.0,750.0
amount below 1000,477213,charged_back,1,370,2.0,750.0
amount below 1000,379911,paid,0,10,2.0,750.0
amount below 1000,520416,paid,0,461,2.0,750.0
amount below 1000,531444,charged_back,1,48,2.0,750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,548234,paid,0,227,2.0,750.0
amount below 1000,408245,paid,0,32,2.0,750.0
amount below 1000,477291,refunded,1,531,2.0,750.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1000,477291,paid,0,531,2.0,750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,404360,paid,0,51,2.0,750.0
amount below 1000,491341,paid,0,19,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 1000,477291,charged_back,1,531,2.0,750.0
amount below 500,557907,paid,0,269,1.0,250.0
amount below 1000,455540,paid,0,26,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,370787,paid,0,29,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 1000,493172,charged_back,1,135,2.0,750.0
amount below 1000,370787,paid,0,29,2.0,750.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,493161,refunded,1,203,1.0,250.0
amount below 1500,520416,paid,0,461,3.0,1250.0
amount below 500,493161,refunded,1,203,1.0,250.0
amount below 500,493161,refunded,1,203,1.0,250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 2000,520416,paid,0,461,4.0,1750.0
amount below 1500,477291,charged_back,1,531,3.0,1250.0
amount below 1500,477291,charged_back,1,531,3.0,1250.0
amount below 500,557905,paid,0,12,1.0,250.0
amount below 500,420199,paid,0,43,1.0,250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 1500,415231,paid,0,1060,3.0,1250.0
amount below 1500,477214,paid,0,196,3.0,1250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 500,531444,paid,0,48,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1000,557909,paid,0,139,2.0,750.0
amount below 500,493172,charged_back,1,135,1.0,250.0
amount below 500,545631,paid,0,8,1.0,250.0
amount below 1500,493172,charged_back,1,135,3.0,1250.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 1000,416916,paid,0,73,2.0,750.0
amount below 1500,477291,paid,0,531,3.0,1250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1500,455507,paid,0,24,3.0,1250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,431479,paid,0,8,2.0,750.0
amount below 500,477214,paid,0,196,1.0,250.0
amount below 500,528804,paid,0,5,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,544204,paid,0,63,1.0,250.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 500,557910,refunded,1,418,1.0,250.0
amount below 500,376676,paid,0,5,1.0,250.0
amount below 1000,558426,paid,0,30,2.0,750.0
amount below 500,493161,refunded,1,203,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,413406,refunded,1,45,2.0,750.0
amount below 1000,557910,paid,0,418,2.0,750.0
amount below 1500,533609,paid,0,53,3.0,1250.0
amount below 1000,413406,refunded,1,45,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,493161,refunded,1,203,1.0,250.0
amount below 1000,491375,paid,0,42,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,413406,paid,0,45,1.0,250.0
amount below 1000,525678,paid,0,496,2.0,750.0
amount below 1500,493161,paid,0,203,3.0,1250.0
amount below 500,379606,paid,0,1,1.0,250.0
amount below 500,520416,paid,0,461,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,518899,paid,0,65,1.0,250.0
amount below 500,517712,refunded,1,99,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 2000,493172,paid,0,135,4.0,1750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1500,405306,paid,0,57,3.0,1250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 1500,557907,paid,0,269,3.0,1250.0
amount below 1000,531444,paid,0,48,2.0,750.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1000,528851,paid,0,92,2.0,750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 500,558426,paid,0,30,1.0,250.0
amount below 1000,557907,paid,0,269,2.0,750.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,545375,paid,0,53,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 2500,477291,paid,0,531,5.0,2250.0
amount below 500,517712,paid,0,99,1.0,250.0
amount below 1000,491089,paid,0,197,2.0,750.0
amount below 1000,547046,paid,0,207,2.0,750.0
amount below 4000,493173,paid,0,163,8.0,3750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 2000,415231,paid,0,1060,4.0,1750.0
amount below 500,491089,paid,0,197,1.0,250.0
amount below 500,454057,paid,0,54,1.0,250.0
amount below 1000,455255,paid,0,194,2.0,750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 2500,477213,paid,0,370,5.0,2250.0
amount below 500,530056,paid,0,99,1.0,250.0
amount below 1000,425981,paid,0,77,2.0,750.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 1000,465828,paid,0,62,2.0,750.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 500,557909,paid,0,139,1.0,250.0
amount below 500,477213,paid,0,370,1.0,250.0
amount below 1000,528843,refunded,1,282,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,425981,paid,0,77,1.0,250.0
amount below 6500,477291,paid,0,531,13.0,6250.0
amount below 500,549949,paid,0,91,1.0,250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,417967,paid,0,7,2.0,750.0
amount below 3000,528843,charged_back,1,282,6.0,2750.0
amount below 2000,493173,paid,0,163,4.0,1750.0
amount below 500,455255,paid,0,194,1.0,250.0
amount below 3000,528843,charged_back,1,282,6.0,2750.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 2000,477291,charged_back,1,531,4.0,1750.0
amount below 500,547046,paid,0,207,1.0,250.0
amount below 500,421316,paid,0,212,1.0,250.0
amount below 1000,491284,paid,0,156,2.0,750.0
amount below 2500,528843,charged_back,1,282,5.0,2250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 500,477291,charged_back,1,531,1.0,250.0
amount below 3000,452002,paid,0,3,6.0,2750.0
amount below 500,549138,paid,0,399,1.0,250.0
amount below 1000,415231,paid,0,1060,2.0,750.0
amount below 500,376689,paid,0,93,1.0,250.0
amount below 3000,452002,refunded,1,3,6.0,2750.0
amount below 2000,528843,charged_back,1,282,4.0,1750.0
amount below 500,408245,paid,0,32,1.0,250.0
amount below 2000,518004,paid,0,22,4.0,1750.0
amount below 500,415231,paid,0,1060,1.0,250.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 1000,529091,paid,0,63,2.0,750.0
amount below 3000,528843,paid,0,282,6.0,2750.0
amount below 500,493161,paid,0,203,1.0,250.0
amount below 1500,408245,paid,0,32,3.0,1250.0
amount below 1000,528843,paid,0,282,2.0,750.0
amount below 1500,528843,paid,0,282,3.0,1250.0
amount below 500,477291,paid,0,531,1.0,250.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 1500,548234,paid,0,227,3.0,1250.0
amount below 1000,370784,paid,0,21,2.0,750.0
amount below 1500,557910,paid,0,418,3.0,1250.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 1000,477213,paid,0,370,2.0,750.0
amount below 500,493172,paid,0,135,1.0,250.0
amount below 500,465828,paid,0,62,1.0,250.0
amount below 500,557910,paid,0,418,1.0,250.0
amount below 1500,491341,paid,0,19,3.0,1250.0
amount below 1000,493172,paid,0,135,2.0,750.0
